attributes.WiFi,attributes.GoodForKids,attributes.RestaurantsPriceRange2,attributes.RestaurantsTakeOut,stars,attributes.RestaurantsDelivery,categories,business_id,postal_code
no,True,1,True,3.0,True,"Fast Food, Restaurants, Sandwiches",3r5DmtmjNAv0g7T7RmZb7Q,V5W 2Z9
free,True,1,True,2.5,True,"Taiwanese, Restaurants, Coffee & Tea, Bubble Tea, Food",K6xImaXTGgQ_p4OwMPPuQw,V5R 4G8
no,True,2,True,4.0,False,"Food, Restaurants, Desserts, Indian",DtBXDCG_EaEyM4qrdXkQbA,V3W 4E8
no,True,2,True,3.0,False,"Sushi Bars, Restaurants",JSyZ923gqxPUXmKnJ8NOKw,V6E 2Y1
no,True,2,True,2.5,True,"Japanese, Restaurants, Sushi Bars",dg330bwIZ0mzo3Rddt1lOQ,V6E 1N4
no,True,2,True,3.5,False,"Restaurants, Korean",HfPSUdDMaVYdqIgaKU7GFQ,V3N 4J5
free,False,2,True,3.5,False,"Pizza, Burgers, Pubs, Nightlife, Bars, Restaurants, Canadian (New)",YOgtJmm9DG0vANAe8ZKsYQ,V7M 2E7
no,True,1,True,4.5,True,"Chinese, Restaurants",vtGxOG7DVS7ftBzRW94uDA,V6B 0E7
no,True,2,True,3.5,True,"Restaurants, Pizza",nB822zOWVoq0inSeCwlAvg,V3W 2M6
free,True,2,True,3.5,True,"Restaurants, Bars, Canadian (New), Comfort Food, American (New), Cocktail Bars, Nightlife",2asJIkOlJsO1e1PHt99SaA,V3C 6K5
no,True,2,True,4.0,True,"Salad, Cocktail Bars, Mediterranean, Nightlife, Bars, Restaurants",sHoiDH1EHmqC78KFtovOtw,V6M 2A5
no,True,2,True,2.5,False,"Restaurants, Hot Dogs, Sandwiches, Burgers",Na1zb2ndgZVApd1IV-Ti8g,V7B 1M8
no,False,4,False,4.5,False,"American (New), Sushi Bars, Seafood, Vegetarian, Restaurants, Canadian (New)",EGp24Ifh3dltG5tEcJrJqA,V6K 1N7
free,False,2,True,4.0,True,"Indian, Restaurants",YeIAJqByJRo80ypJ8bW8NA,V6E 1N1
free,True,2,True,3.0,True,"Chinese, Restaurants, Szechuan",HOdxiwlF2sNDKy1tf80aww,V5E 1C5
free,True,2,True,2.5,False,"Restaurants, Breakfast & Brunch, American (Traditional), Diners",n9jX3a38nCx5t_uX5XHxAw,V3R 7B9
free,True,1,True,4.0,False,"Restaurants, Breakfast & Brunch, Food, Sandwiches, Coffee & Tea, Cafes",cJhAH8Rzh3JIz2wAvgVztw,V6P 3E7
no,True,1,True,4.5,True,"Creperies, Food, Ice Cream & Frozen Yogurt, Desserts, Restaurants",OpagbGwT8j4ydy0sOVtU8g,V6E 1C1
free,True,2,True,2.5,True,"Burgers, Restaurants, Breakfast & Brunch, Tapas/Small Plates, Desserts, Food, Sandwiches",-ab_6Ay0axjsV2weGl-SQQ,V7P 1T2
no,True,1,True,1.5,True,"Restaurants, Food Delivery Services, Fast Food, Chicken Wings, American (Traditional), Food, Chicken Shop",8gRhKXf_J3QPfeW2ZwONOA,V3L 3C5
no,True,2,True,3.0,True,"Restaurants, Pizza",aUvkSJdGQaLE8RxCzc7X-A,V3C 2A9
free,True,2,True,4.5,True,"Breakfast & Brunch, Middle Eastern, Restaurants, Mediterranean, Vegetarian, Kosher, Cafes",IXIEVsyv0BRxsGa8qJjwKQ,V6M 2V9
no,True,2,True,3.5,True,"Health Markets, Breakfast & Brunch, Restaurants, Caterers, Specialty Food, Coffee & Tea, Sandwiches, Event Planning & Services, Food",WBV6bFgeXbW3voyrHda6wg,V5A 4R4
free,False,2,True,4.0,False,"Restaurants, Canadian (New), Music Venues, Lounges, Bars, Nightlife, Arts & Entertainment, American (New), Southern",jywBL3PuFsSJaPsswnRhfg,V6B 2K8
free,True,1,True,2.5,True,"Food, Burgers, Fast Food, Coffee & Tea, Restaurants",flST_0gcqYA9OkwmiCef_g,V6H 1H4
free,False,2,True,3.0,False,"Seafood, Restaurants, Canadian (New)",uSBXVxeqzU6g9Gp_0xtqng,V7L 0B9
free,True,2,True,4.0,False,"Food, Italian, Specialty Food, Restaurants, Bars, Nightlife",BUFt4lRzuOWUmqHBtv7AmQ,V6E 1B2
free,True,2,True,4.5,True,"Restaurants, Persian/Iranian, Middle Eastern",Hr5sm6NpE6K-98PrqHksbQ,V7E 3A2
no,False,3,False,4.0,False,"Italian, Restaurants",MczQsDyO6htU-KW8sCbqQA,V6Z 1W5
no,True,1,True,2.5,True,"Restaurants, Food, Fast Food, Ice Cream & Frozen Yogurt",cO0rW1Nq5X3DyDiFN2EzgQ,V5R 5J3
free,True,2,True,4.0,False,"Comfort Food, Restaurants",nwwFLvSaUHEagSi1MSjqRA,V6C 0C3
free,True,2,True,4.5,True,"Indian, Pakistani, Restaurants",IVf2bgjf1dYff_x0EnWg1A,V7M 2K3
free,True,2,True,3.0,True,"Coffee & Tea, Food, Cafes, Restaurants",8n9h6Tv0f3Suic1mw2mqJQ,V5G 3E3
free,True,2,True,3.5,True,"Restaurants, Korean",_d567RxBRGjQhPehLWgAYA,V3N 4R7
free,True,2,True,3.5,True,"Restaurants, Pizza",zu75Z-8S_L3vA9Ew3ixOzg,V5C
free,True,1,True,2.0,True,"Pizza, Restaurants",qo1TSU7cv4lO7Tt_Rk1Kng,V6X 0M6
free,True,2,True,3.5,True,"Restaurants, Honey, Breakfast & Brunch, Canadian (New), Nightlife, Lounges, Bars, Food, Juice Bars & Smoothies",3r3RHfuLPgRSiRkp5udXSw,V6B 0R3
no,True,1,True,3.5,True,"Japanese, Restaurants, Sushi Bars",v8zJslJaR8BGKM1snlwNlw,V6R 2B1
no,True,2,True,3.0,False,"Steakhouses, Bars, Nightlife, Restaurants, Lounges, American (Traditional), Canadian (New)",VyyhY2ZUYrw21lAuksrrjA,V3R 1J8
no,True,2,True,4.0,True,"Vegetarian, Mediterranean, Middle Eastern, Restaurants, Lebanese",IKWsLkiJLA4YwiIoxnaZaQ,V6B 1K6
free,True,1,True,2.5,False,"Cafes, Chinese, Restaurants",GZJjeRDVzju0myQy2soBog,V6X 4A8
free,True,2,True,2.5,False,"Seafood, Bars, Nightlife, Restaurants",iONl1L8eLbLmZFENHae41Q,V7E 6K7
free,False,4,False,4.0,False,"Restaurants, Canadian (New), Event Planning & Services, Venues & Event Spaces, Caterers",70D_rxm388HaD2qMTB59xw,V6C 1P7
no,True,2,True,3.0,False,"Japanese, Restaurants, Sushi Bars",Dasi6G7bPTMv4k0hPp5MVA,V5C 3Y6
free,True,2,True,4.0,True,"Bistros, Comfort Food, Restaurants",w4akEdaAoTT-bIgStOqeng,V6Z 1Y9
free,False,3,False,3.5,False,"Restaurants, Bars, Nightlife, Wine Bars, Tapas/Small Plates",GRPIHpmi3-ggBKkGHJ1ulQ,V7B 1Y7
free,True,1,True,4.0,True,"Restaurants, Food, Salad, Sandwiches, Fast Food, Soup",HrmXBx51bAXftEMAJy0iew,V6Z 1T9
free,True,1,True,1.5,True,"Fast Food, Restaurants, Food, Burgers, Coffee & Tea",hEiDUGZ-hvUEDSXNaqmEMw,V5P 3W2
paid,True,2,True,4.5,True,"Restaurants, Coffee & Tea, Food, Pizza, Sandwiches",Oh1WBZjPb-Usaop7HYSapA,V3E 2Y6
no,True,2,True,4.0,False,"Canadian (New), Mexican, Restaurants",23kN4XJq0TtubaPyqTMmMA,V5L 1V6
free,False,4,True,3.5,True,"Pizza, Restaurants",0y0v6OSxSsF9rakRsAQFdw,V6X 0J8
free,True,2,True,4.0,True,"Coffee & Tea, Mexican, Restaurants, Food, Cafes",GBU_WPK52yMTis6KSAjHXg,V3H 1Y6
no,True,2,True,2.5,False,"Restaurants, Sushi Bars, Japanese, Soup",WtFZMgqitACFY1shVJ4aLQ,V7A 1N6
free,False,2,True,4.0,False,"Restaurants, Tours, Food, Canadian (New), Breweries, Hotels & Travel, Beer Bar, Nightlife, Bars, Beer Tours",MQK-AA9xOFFLKBfd7bVSZw,V5T 1A7
free,True,2,True,3.5,False,"Seafood, Food, Restaurants, Fish & Chips, Event Planning & Services, Specialty Food, Caterers, Canadian (New)",RR6KQAb-386ZDvtMWP2xoQ,V6M 1Y7
no,True,1,True,4.5,False,"Delis, Food, Ethnic Food, Specialty Food, Restaurants, Sandwiches, Delicatessen",8k45c7s7ChGJE_R_jLt18g,V5N 4A4
no,True,2,True,3.0,True,"Restaurants, Indian",4BmWp0P2XsYIsZBCgL09xw,V3T 4G1
free,False,2,True,4.0,True,"Fast Food, Bakeries, Afghan, Restaurants, Food",4YdKRgqKbijwJITzLufebg,V3T 1W9
no,True,2,True,3.5,True,"Food, Bakeries, Coffee & Tea, Breakfast & Brunch, Restaurants, Cafes, Italian, Pizza",iEW8828ZvXefWYLqzQdsrA,V6Z 2V4
no,True,1,True,1.5,False,"Greek, Fast Food, Restaurants",o9Yb_pAZVQn1pDLbRP8MzQ,V7T 2W4
free,True,1,True,2.5,True,"Restaurants, Burgers, Breakfast & Brunch, Fast Food",7Jv_ADkNZ-YppUJemUW4uQ,V3M 0C6
no,False,2,False,3.5,False,"Sushi Bars, Cocktail Bars, Canadian (New), Restaurants, Bars, Mexican, Japanese, American (New), Lounges, Tapas Bars, Nightlife",LblQ3qXp42kKgOucB45qHA,V6A 1E7
free,True,1,True,3.5,True,"Restaurants, Mexican",9v0Iz8rR1-CK3GumfuSwgw,V3T 2V4
free,False,2,True,3.5,False,"Coffee & Tea, Cafes, Food, Restaurants",ADl4syaIa_ruXpu5T-g7OA,V6X 4B4
free,True,2,True,4.0,True,"Juice Bars & Smoothies, Desserts, Food, Restaurants, Coffee & Tea, Bubble Tea, Cafes",chucQ4h98spUmknWQHJ6lA,V6X 2C4
no,False,1,True,2.5,False,"Nightlife, Restaurants, Pubs, Canadian (New), Bars",wkYKsZ138ibaChNqCP3nzQ,V6E 1C2
free,True,2,True,3.0,False,"Japanese, Sushi Bars, Restaurants",IHaIO0NWY9JUMdXaCEx1yg,V5S 4W2
free,True,2,True,4.0,True,"Pizza, Restaurants",a_AL-ziUlZYPcFIqO7m9Zw,V3J 3X4
no,True,1,True,2.5,False,"Vietnamese, Restaurants",xfK7GMSeu_Eemmlezf5oTg,V5H 4P1
no,True,2,True,3.0,False,"Sushi Bars, Korean, Barbeque, Japanese, Restaurants",KedUavOevU1AXfHC_aTH9A,V6Z 1X6
free,True,1,True,2.5,True,"Burgers, Fast Food, Restaurants",r9QY0O6z7GpSz-j9rFnOug,V6X 4C4
no,True,1,True,3.5,True,"Food, Chinese, Restaurants",3nE3XXm4XlpM8kJE4brthA,V7E 1J5
no,True,2,True,4.5,True,"Restaurants, Pizza",ykvUAL8H4EqcvwcbtmOLfA,V5H 2Y4
free,True,2,True,4.0,True,"Thai, Restaurants, Singaporean, Malaysian",hLNi4GoBV01WkoaQswrT2w,V3R 1M7
free,True,1,True,4.0,False,"Restaurants, Asian Fusion, Chinese",FkonXltGdUD7UehIN-0Zrg,V6X 3Y2
free,True,1,True,4.5,True,"Cafes, Bubble Tea, Desserts, Restaurants, Food, Coffee & Tea, Taiwanese",kDngP9_faKpmgLAr3JVvoA,V6P 4Z5
no,True,2,True,4.5,True,"Restaurants, Mexican",AEyYLMPjnFWybOmD81pufg,V6Z 1L4
free,True,2,True,3.0,False,"Restaurants, Chinese, Seafood, Dim Sum",lSSffQdr913ki1x48jNFbA,V5L 1T3
free,True,2,True,4.0,False,"Restaurants, Noodles, Ramen, Japanese",D1gkF04qqIz0nrrVmCF6ug,V6J 1M4
free,True,2,True,4.0,True,"Restaurants, Vegetarian, Vegan",8GSg9GAax8rRmBCij1aneA,V5Z 1G8
free,True,2,True,3.5,False,"Japanese, Food, Sushi Bars, Restaurants",YWXLgIw-7T1hkv2XNVcFEg,V7G 2C1
free,True,1,True,2.5,True,"Restaurants, Burgers, Fast Food, Food, Coffee & Tea",H2o7vtxgCXbgWaCHo9P1dg,V7B 1B4
no,True,1,True,3.0,False,"American (Traditional), Restaurants",rDvjCzZB_HsPbCfKIyMdTw,V7C 5J9
free,True,2,True,4.0,True,"Vegetarian, Chinese, Restaurants, Thai",FAsdgKrEATZQZDb2V4Vklg,V5V 4E9
free,True,3,False,4.0,False,"Restaurants, Wine Bars, Italian, Bars, Nightlife",rNNb7vUPlyk2vBnVsEUWKg,V5V 3R9
free,False,2,False,4.0,False,"Bars, Burgers, Food, Nightlife, Restaurants",4EeVTOdvsAX2-vawTQQUdg,V7N 3N9
free,True,2,True,2.5,False,"Taiwanese, Tea Rooms, Food, Bubble Tea, Restaurants, Coffee & Tea",DspoXHkWy3ffcsYXaakj_g,V5Y 2B1
no,True,2,True,4.0,False,"Coffee & Tea, French, Restaurants, Vietnamese, Cafes, Food, Breakfast & Brunch",agMh6QkfpjAxmu0O5fnNPQ,V6K 1R2
no,True,2,True,3.0,True,"Indian, Restaurants",9yVdZHqGclsEkYLlmKdBpA,V5X 3J3
no,True,2,True,3.5,True,"Restaurants, Italian",dbcJbB9RT__Z1k09caYDiQ,V3K 1C9
free,True,2,True,3.0,False,"Restaurants, Taiwanese",A-DqrLQRMFRsQybEl4y9AA,V6X 1J8
free,True,2,True,3.5,True,"Restaurants, Bars, Nightlife, Cocktail Bars, American (New), Comfort Food, Canadian (New)",JAFS7Giv_Ro-5J5huntu7g,V5C 6N4
free,True,2,True,4.0,True,"Organic Stores, Music Venues, Nightlife, Food, Juice Bars & Smoothies, Live/Raw Food, Restaurants, Arts & Entertainment, Vegan",OawI7zX44St4Pmg0Jq4Org,V7M 1A9
free,True,1,True,3.5,True,"Ethnic Food, Restaurants, Food, Korean, Specialty Food",hupx8IMu-7CDdV0sWC9BHw,V6B 1V5
free,True,1,True,2.0,False,"Food, Coffee & Tea, Restaurants, Delis",wo0eSuhupn55xCX3sAxlew,V7B 0A4
no,True,2,True,4.5,False,"Caribbean, Indian, Restaurants",ZRrmQH6hOkMYqgrIE1VfMA,V3H 2B3
no,True,1,True,4.0,True,"Breakfast & Brunch, Restaurants",88nHrUEpKZEajjdza_bGeA,V3C 2A5
free,True,2,True,3.0,False,"Sandwiches, Health & Medical, Food, Grocery, Delis, Pharmacy, Restaurants",Fmajg9ozOgKsbYeQC3rdSw,V4E 3G3
free,True,1,True,4.0,True,"Food, Desserts, Coffee & Tea, Sandwiches, Bakeries, Juice Bars & Smoothies, Restaurants",CcNjx7Y8fWhuApJa2cY56w,V6G 1C3
no,False,2,False,4.0,False,"Bars, Nightlife, Cocktail Bars, Vegan, Canadian (New), Restaurants, Gluten-Free, Vegetarian",L5xEQDfToCG5hA9o5VtKNQ,V5V 3P5
no,True,2,True,3.0,True,"Food, Sushi Bars, Japanese, Restaurants, Asian Fusion",sU1DCO8fxotqac7W9B1quw,V6X 2X9
free,True,2,True,4.5,False,"Food, Imported Food, Ethnic Food, Restaurants, Vietnamese, Specialty Food",SkWHn2-K7AeICUakAuZBpg,V3T 4H4
free,True,1,True,4.0,True,"Pizza, Restaurants",vSoUsOy5kosJowfGwxjfxA,V5T 2R7
free,True,1,True,4.0,False,"Desserts, Buffets, Grocery, Restaurants, Food, Indian",3GBS2-N2c7NumwB-ZuxhTg,V5X 3T6
free,False,2,True,2.5,True,"Cafes, Pubs, Bars, Nightlife, Canadian (New), Restaurants",DO9paPbGXEHh2jkdBLAWyg,V7M 2H9
free,False,2,True,4.0,False,"Wineries, Cosmetics & Beauty Supply, Shopping, Japanese, Arts & Entertainment, Beauty & Spas, Wine Tasting Room, Restaurants, Food",1ZhLkO-kGKbIVYyo4b7qwQ,V6H 4G9
free,True,1,True,4.0,True,"Restaurants, Delis, Noodles, Dim Sum, Chinese",BruO0vY9SwMt0JmnGn0tJw,V5V 3P6
free,False,2,True,3.5,False,"Bakeries, Coffee & Tea, Food, Restaurants, Delis, Italian",wXDA0Hr51efujG-9jxVA7Q,V6C 0B9
free,True,1,True,4.0,True,"Noodles, Vietnamese, Restaurants",tgGYVuUquYW6ctlbMoUlaA,V5W 2Z9
free,True,2,True,3.5,True,"Restaurants, Burgers, American (Traditional), Breakfast & Brunch, Canadian (New)",uwrjSvhjyIXCYbAiC8q4nA,V5J 0A3
free,True,1,True,4.0,False,"Burgers, Food, Italian, Coffee & Tea, Restaurants",Dv5POHzvnK4Yik2znGKarA,V5C
free,True,2,True,3.0,True,"Taiwanese, Noodles, Restaurants, Chinese",g43Z3c7v7FcBVO-aw0gkVg,V6M 1Y8
paid,True,2,True,3.5,True,"Restaurants, Pakistani, Indian, Nightlife",VcQA3_Ns-CpQwEAA99Kp6g,V6J 1Z3
free,True,2,True,3.5,True,"Restaurants, Middle Eastern, Lebanese",PA774ZeQuRd4BF8tha-9rQ,V7A 4E7
free,True,2,True,4.5,True,"Restaurants, Chocolatiers & Shops, Specialty Food, Food, Bakeries, Ice Cream & Frozen Yogurt, Sandwiches, Coffee & Tea",T6JonxriNV5XCmZ21KnvGg,V7M 2J5
no,True,2,True,4.0,False,"Coffee & Tea, Breakfast & Brunch, Tapas/Small Plates, Restaurants, Cafes, Food, Diners",K4FoQUln-Rvoy4gGVbHZIQ,V7L 3V6
no,True,2,True,3.5,False,"Specialty Food, Italian, Food, Bars, Restaurants, Wine Bars, Nightlife",dnybLydYkgR1LdUr5Q0DIw,V5C 2J6
free,True,2,True,3.5,False,"Seafood, Restaurants, Specialty Food, Food, Dim Sum, Chinese, Ethnic Food",y1BLVJUWINOSMLeDaXqXBQ,V5V 3N9
no,True,1,True,2.5,False,"Fast Food, Burgers, Restaurants",nTcNnwM7uX2fjJFKHtUBcg,V5Z 1J5
no,True,1,True,2.5,True,"Pizza, Restaurants",v3o6vLrUyS4p3bu7dAOqFQ,V5W 2Z4
free,True,2,True,4.0,True,"Asian Fusion, Restaurants, Barbeque",n78f3lS_5OeEaoRHvO3TNA,V3B 4S4
no,True,2,True,3.0,False,"Restaurants, Chinese, Seafood",kz-M789uRgtZUl2NFPH9rA,V6X 2C2
free,True,3,False,3.5,False,"American (New), Restaurants, Canadian (New), Italian",7xT754HuxNf3QvLCW66F9w,V6X 3P8
free,True,1,True,4.0,True,"Breakfast & Brunch, Coffee & Tea, Grocery, Desserts, Food, Ice Cream & Frozen Yogurt, Restaurants, Bakeries",MHmiktXwzeR2pP8Iek1EdA,V6B 6A2
free,True,2,True,3.5,False,"Canadian (New), Cafes, Restaurants, Breakfast & Brunch",1Xq6dTXEoAZbuyrGgLEktQ,V7E 3K1
free,True,1,True,3.0,True,"Restaurants, Tapas/Small Plates, Mexican, Gluten-Free",sAnF7AWOHpIbBHkEobsYgQ,V5H 4P1
free,True,1,True,3.5,True,"Restaurants, Chinese",Dbg9GULVIssU7ZaZbXFu8w,V3R 9P4
free,True,2,True,4.5,True,"Patisserie/Cake Shop, Cafes, Bakeries, Desserts, Restaurants, Gluten-Free, Food, Coffee & Tea",m03YAzlpWtK1FvZQdVap3Q,V5N 0A6
free,True,1,True,2.5,True,"Fast Food, Burgers, Coffee & Tea, Food, Restaurants",prD-JYDNBLnMzxATF7G7Mw,V6E 3P2
no,True,1,True,4.0,False,"Donuts, Chinese, Sandwiches, Food, Burgers, Restaurants, Mexican, Cambodian, Comfort Food, Vietnamese",R5G-LpFh2mLUCAOxbvP0eQ,V5W 1R7
free,False,2,True,3.5,True,"Restaurants, Pizza, Cafes, Italian",s_Wc0w6NA4KzRwEG27SL5Q,V6B 5S3
no,False,2,False,3.5,False,"Sandwiches, Bars, Pubs, Nightlife, Restaurants",XvyRs_w4NTGitu1mjedmxA,V6P 4Z7
no,True,2,True,3.5,False,"Restaurants, Local Flavor, Food Stands, Food, Street Vendors, Chinese",VHvlre6m3-oUlixGLlOnRA,V6X 1Y4
free,True,2,True,4.0,True,"Restaurants, Indian",hU34Ye0OxBO8-jlysXwDew,V3H 2N4
no,True,2,True,4.0,True,"Restaurants, Thai",nxAKakfJvHyfqKN_b6Di2w,V3R 4B1
no,True,2,True,2.5,True,"Restaurants, Pizza",9evu5kUWfWhfCXb9ZLdcoA,V5X 3J4
no,True,2,False,2.5,False,"Buffets, Restaurants",ghvXSkslL_CNAjYHQyauTQ,V5H 4H3
no,True,2,True,3.5,False,"Chinese, Asian Fusion, Restaurants",pRSQYWdlzbeAWUbBuo4lhg,V6X 3A6
free,True,1,True,3.5,True,"Cafes, Mexican, Fast Food, Vegetarian, Vegan, Salad, Restaurants",LxEcw-BCkdZKpHw0lILvYQ,V6Z 1L2
free,True,1,True,3.5,True,"Comfort Food, Restaurants, Soup, Delis, Cafes, Juice Bars & Smoothies, Food",ZIHPWLhfrQyrR0rbDzz2wA,V6J 5K9
free,True,2,True,4.0,False,"Sushi Bars, Restaurants",39EENQDX83JftX0oIo3IPQ,V6R 1P1
free,True,1,True,2.0,False,"Donuts, Coffee & Tea, Food, Fast Food, Restaurants",VnhxRg8COOivKCRBOXLs1Q,V3B 6J6
free,True,2,True,4.0,False,"American (Traditional), American (New), Canadian (New), Cajun/Creole, Seafood, Restaurants",NdEPf2Ls5Ql3_nkwjqKvXA,V6B 2S2
no,True,2,True,4.0,False,"Burgers, Food, Local Flavor, Ethnic Food, Specialty Food, Restaurants",QBTEp_AOXDMWyQkggWEJkQ,V3R 1V9
no,True,3,True,2.5,False,"Restaurants, Chinese, Seafood, Hot Pot",R48t1hTPRt6mok6TNB5FuA,V3B 8A9
free,True,1,True,3.0,False,"Vietnamese, Restaurants, Noodles, Asian Fusion",7WKRQdQdtA0s-FzU6cwEcA,V5E 1E4
no,True,1,True,4.0,True,"Restaurants, Coffee & Tea, Sandwiches, Noodles, Vietnamese, Food",cH37SRKLy26PvjViLkO-Bg,V6G 2M1
free,True,2,True,4.0,True,"Juice Bars & Smoothies, Food, Restaurants, Salad, Coffee & Tea, Sandwiches, Cafes, Desserts",QVOV7CotvFc59lpTUPo1qQ,V3B 2P7
free,True,1,True,4.5,True,"Delis, Restaurants, Pizza, Gluten-Free",zgQcCnXboZXj7psU93c1Vw,V7M 3K7
no,True,2,True,3.5,False,"Restaurants, Seafood, Dim Sum, Chinese",n0cxP5AtElhrAHJ3MWUxzQ,V5P 2R6
no,True,1,True,3.5,False,"Vietnamese, Restaurants",WbOXTR_4rDBIuxUxyGt8ag,V3B 6J6
no,True,2,True,4.0,False,"Japanese, Restaurants, Sushi Bars",H34zA_gLdKWUqLOyUl-TFw,V6P
no,False,2,True,1.5,True,"Restaurants, Fast Food, Sandwiches",U9C8zUO-MvMQBFGG0Fcafw,V5L 1J5
free,True,2,True,3.5,False,"Mexican, Beer Bar, Bars, Nightlife, Seafood, Restaurants",BBvuSWwf1H25Jqx3oVK_Cg,V3L 3B1
free,True,1,True,3.5,False,"Restaurants, Chinese, Food Court",sUoQzTT7T2Lgj10ql6Hyzw,V6X
free,True,2,True,4.0,True,"Food, Sushi Bars, Desserts, Salad, Restaurants, Japanese",NbiKL6sBNZVCixCPmmQStA,V3T 2W5
no,True,1,True,3.5,True,"Poutineries, Belgian, Restaurants, Fast Food",lCp-kUjIyexSjTph6P2L2Q,V5N 4A6
no,True,2,True,4.0,True,"Restaurants, Thai",0FyWTA1Xn3Isi5BG5uumkw,V3J 7T9
free,True,2,True,3.5,False,"Modern European, Gluten-Free, Restaurants, Canadian (New), Breakfast & Brunch, Food, Specialty Food",wUDhTxF_oZMRr6X1-LQCHg,V6H 2L1
no,True,1,True,3.0,True,"Restaurants, Japanese",JUDscfg-5JI-77SpvhE_6Q,V5K 1Z1
no,True,2,True,3.5,False,"Food Stands, Restaurants, Fish & Chips, Seafood",L9j1w7jPryrC_LUx4H_gQA,V3H 2A3
no,True,2,True,3.5,False,"Restaurants, Noodles, Chinese, Taiwanese",Hcw11wj3TMoP5Deg66bJig,V5V 3R9
no,True,2,True,3.5,False,"Korean, Barbeque, Restaurants, Japanese",yWT_1TH83o3OFYo-76tG6A,V6X 4E8
free,True,2,True,3.5,True,"Tapas/Small Plates, Japanese, Restaurants, Sushi Bars, Cabaret, Arts & Entertainment",l5UAB2jTYgZc-4aC6cKhEQ,V6B 5J3
free,True,2,True,3.5,True,"Indian, Restaurants",iWhmg9jL2e6d6AQ3yZqnng,V5N 2Z9
free,True,2,True,4.5,True,"Korean, Restaurants, Chicken Shop, Chicken Wings",SvXq8R1UCCj5qWh0JxjxyQ,V3K 3P5
no,True,1,True,4.5,False,"Specialty Food, Cafes, Restaurants, Chocolatiers & Shops, Food",B-7GPb4IDhHrEaxZorACbA,V0N 1G2
no,True,2,True,4.0,False,"Asian Fusion, Chinese, Restaurants",5rZKOedzldGFx0LNeWdQ0A,V6A 1X6
no,True,2,True,3.5,True,"Chinese, Noodles, Restaurants",xhkf4qQdOoVNucr2E3v5Sw,V6G 1E1
free,True,2,True,4.0,True,"Indian, Vegetarian, Restaurants, Comfort Food, Asian Fusion, Gluten-Free, Vegan",c8nGjVtOE-N6lUfjJ5kAcw,V7V 1J3
no,True,2,True,4.0,True,"Restaurants, Pizza",NPOkjob3PFlNrvZ-GO3fqQ,V5Z 2V9
free,False,2,True,3.5,True,"Restaurants, Barbeque, Canadian (New)",gRaH6Xnvr0fI7JvjrfUz5Q,V6G 2L7
free,True,2,True,4.0,True,"Chinese, Restaurants",HRoGXJ49RRuEEVhxDdFSWg,V3L 3X4
no,True,2,True,3.0,True,"Juice Bars & Smoothies, Restaurants, Food",lDmbXBvSjgRqXPQQv97NoA,V3B 0B9
free,True,2,True,3.5,True,"Fast Food, Chicken Shop, Restaurants, Chicken Wings",CivqeUy1RQEg1TWlsWolvQ,V5X 3L6
no,True,1,True,3.5,False,"Vietnamese, Restaurants",rfMZbIibBoniXx-3M-t4jQ,V7M 2J8
free,True,2,True,3.5,False,"Restaurants, American (Traditional), Burgers",YhlJWNEmvviUAQSsKV-X9A,V3R 4G6
free,True,2,True,2.5,True,"Chinese, Noodles, Seafood, Restaurants",yXz4TcZomUZC1JR0OGEEvQ,V3J 3X4
free,True,1,True,3.0,True,"Ice Cream & Frozen Yogurt, Fish & Chips, Fast Food, Food, Chinese, Restaurants",btIEalX5HvHzPTFVx3lzVA,V6A 2T4
no,True,2,True,3.0,False,"Cantonese, Seafood, Chinese, Restaurants, Dim Sum",wf6nzrwNG86Np8PrAr9E4A,V6E 3Z3
no,False,2,True,4.5,True,"Japanese, Restaurants",iid0VenH7rIp3AWuyQAAHw,V6G 1C9
free,True,2,True,3.5,False,"Restaurants, Burgers, Fast Food, American (Traditional)",4-AFBKq3noxv1ZzokXZ-6A,V6E 1W1
no,True,1,True,3.5,False,"Middle Eastern, Restaurants",x8Motm6zJOV8N308Dr4Wqg,V3R 3X6
free,False,3,True,4.0,True,"French, Restaurants, Japanese, Korean",H4h_nwZW7f2Yj9ONdzGxHQ,V6B 2J3
no,True,1,True,3.0,True,"Restaurants, Pizza",vcgPf-1LtL7rIWbdwDfhYQ,V5L 3X2
no,True,2,True,3.5,True,"Indian, Caterers, Pizza, Event Planning & Services, Restaurants, Pakistani, Middle Eastern",G6hYoRIyR6j55mmYuG65Ew,V5H 1Z8
free,True,2,True,3.5,False,"Food, Coffee & Tea, Cafes, Beer, Wine & Spirits, Restaurants",5TMWODbsYAmgFf_aC__2zQ,V3H 5B9
free,True,2,True,3.5,True,"Restaurants, Burgers, Barbeque",iiTcLc01EHNIWWyVdsCxPA,V7E 0A4
no,True,1,True,3.0,False,"Restaurants, Fast Food, Chinese, Food Court",E3aJAI-8EEKZNv0fgdiJAg,V5H 2A9
no,True,1,True,4.0,False,"Sandwiches, Restaurants, Mediterranean, Donairs, Food",xTt3wUgffGpcTQEZLyih6w,V6V 2N5
free,True,2,True,4.5,False,"Restaurants, Comfort Food, Dim Sum, Soup, Chinese",D6XApSgPhefRLlPpp8yfNw,V5R 5J9
no,True,2,True,4.0,True,"Comfort Food, Bistros, American (Traditional), Restaurants",pj3EecjmDf-xnwXyfVbZmw,V7M 2E4
